,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Outlier,Latitude,Longitude,Address,City,State,ZipCode
1778,23400,2016,NonResidential,Small- and Mid-Sized Office,Frye Commerce Center,Delridge,1988,1.0,2.0,66484,0,66484,"Non-Refrigerated Warehouse, Office, Retail Store",Office,49334.0,Non-Refrigerated Warehouse,18000.0,Retail Store,9000.0,,69.0,39.90000153,125.3000031,3046543.0,0.0,3046543.0,0.0,0.0,21.24,0.32,,47.56877,-122.36369,2414 Sw Andover St,Seattle,WA,98103
1800,23404,2015,NonResidential,Small- and Mid-Sized Office,Swedish Hospital Medical Center,East,1959,1.0,3.0,25151,0,25151,Office,Office,24155.0,,,,,,77.0,63.9,134.3,1543147.0,826402.0,716774.0,0.0,0.0,68.78,2.61,, 47.60776197, -122.3225701, 1120 Cherry St, Seattle, WA,98104
1779,23404,2016,NonResidential,Small- and Mid-Sized Office,Swedish Cherry Building,East,1959,1.0,3.0,25151,0,25151,Office,Office,24155.0,,,,,,85.0,56.20000076,116.3000031,1356874.75,748984.6875,607890.0,0.0,0.0,62.05,2.47,,47.60789,-122.32249,1120 Cherry,Seattle,WA,98122
1801,23408,2015,NonResidential,Hotel,Virginia Mason- Baroness Hotel,East,1928,1.0,6.0,35770,0,35770,Hotel,Hotel,35770.0,,,,,,59.0,72.7,109.6,2601945.0,0.0,568782.0,2033187.0,0.0,111.95,3.06,, 47.609589, -122.3264606, 1005 Spring St, Seattle, WA,98104
1780,23408,2016,NonResidential,Hotel,Hotel - The Baroness Hotel,East,1928,1.0,6.0,35770,0,35770,Hotel,Hotel,35770.0,,,,,,56.0,73.80000305,112.9000015,2640980.25,0.0,605147.0,2035833.0,0.0,112.34,3.14,,47.60958,-122.32646,1005 Spring Street,Seattle,WA,98104
1803,23410,2015,NonResidential,Hotel,Virginia Mason- Inn At Virginia Mason,East,1928,1.0,9.0,48006,0,48006,Hotel,Hotel,48006.0,,,,,,95.0,49.2,105.7,2363705.0,0.0,1241428.0,1122328.0,0.0,68.26,1.31,, 47.60984421, -122.3267746, 1006 Spring St, Seattle, WA,98104
1782,23410,2016,NonResidential,Hotel,Hotel - Inn At Virginia Mason,East,1928,1.0,9.0,48006,0,48006,Hotel,Hotel,48006.0,,,,,,85.0,67.5,137.6000061,3239754.0,0.0,1533438.0,1706316.0,0.0,101.31,2.11,,47.60981,-122.32687,1006 Spring St,Seattle,WA,98101
1804,23416,2015,NonResidential,Mixed Use Property,Viet Wah Supermarket And Saigon Bistro Restaurant,Downtown,1960,1.0,2.0,29631,0,29631,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,16000.0,Office,13000.0,Restaurant,5000.0,,,128.4,306.4,4367202.0,0.0,2789798.0,1577519.0,0.0,103.23,3.08,, 47.59950189, -122.3185089, 1032 S Jackson St, Seattle, WA,98104
1783,23416,2016,NonResidential,Mixed Use Property,Asian Plaza 1,Downtown,1960,1.0,2.0,29631,0,29631,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,16000.0,Office,13000.0,Restaurant,5000.0,,,151.3000031,327.1000061,5144392.0,0.0,2737254.0,2407137.0,0.0,146.93,4.96,,47.59949,-122.31851,1032 S. Jackson,Seattle,WA,98104
1805,23418,2015,NonResidential,Small- and Mid-Sized Office,Eng Suey Sun Plaza,Downtown,1989,1.0,2.0,23472,0,23472,"Office, Other, Retail Store",Office,20695.0,Other,1065.0,Retail Store,945.0,,,46.6,128.9,1058986.0,0.0,868385.0,190637.0,0.0,16.18,0.53,, 47.59725918, -122.3220338, 815 S Weller St, Seattle, WA,98104
1784,23418,2016,NonResidential,Small- and Mid-Sized Office,Eng Suey Sun Plaza,Downtown,1989,1.0,2.0,23472,0,23472,"Office, Other, Retail Store",Office,20695.0,Other,1065.0,Retail Store,945.0,,,71.59999847,154.6999969,1625308.625,0.0,864104.0,761205.0,0.0,46.45,1.98,,47.59727,-122.32196,"815 S Weller St,",Seattle,WA,98104
1806,23419,2015,Nonresidential COS,Small- and Mid-Sized Office,Csc Engineering (A),Greater Duwamish,1973,1.0,2.0,21315,0,21315,Office,Office,20424.0,,,,,,34.0,136.5,227.0,2788860.0,0.0,816946.0,1971948.0,0.0,110.43,5.02,, 47.59524558, -122.3229473, 714 S Charles St, Seattle, WA,98134
1785,23419,2016,Nonresidential COS,Small- and Mid-Sized Office,Csc Engineering (A),Greater Duwamish,1973,1.0,2.0,21315,0,21315,Office,Office,20424.0,,,,,,34.0,136.8999939,227.6999969,2796425.0,0.0,820533.0,1975892.0,0.0,110.66,5.19,,47.5956,-122.32292,714 S. Charles St,Seattle,WA,98134
1826,23459,2015,NonResidential,Small- and Mid-Sized Office,18 West Mercer Building,Magnolia / Queen Anne,1984,1.0,4.0,57110,15812,41298,"Office, Parking",Office,37055.0,Parking,28202.0,,,,71.0,56.8,166.2,2103293.0,0.0,1890368.0,213004.0,0.0,24.49,0.29,, 47.6248209, -122.3576261, 18 W Mercer St, Seattle, WA,98119
1806,23459,2016,NonResidential,Small- and Mid-Sized Office,18 West Mercer,Magnolia / Queen Anne,1984,1.0,4.0,57110,15812,41298,"Office, Parking",Office,36867.0,Parking,28390.0,,,,69.0,59.40000153,175.5,2190460.0,0.0,1994494.0,195966.0,0.0,24.31,0.43,,47.62481,-122.35762,18 West Mercer St,Seattle,WA,98119
1836,23503,2015,NonResidential,"Restaurant
",Saltys Restaurant,Southwest,1902,1.0,2.0,20398,0,20398,"Office, Restaurant",Restaurant,19232.0,Office,1166.0,,,,,445.4,813.8,9085108.0,0.0,3378201.0,5707048.0,0.0,326.65,15.3,, 47.58667982, -122.3768153, 1936 Harbor Ave Sw, Seattle, WA,98126
1817,23503,2016,NonResidential,Restaurant,Salty'S Waterfront Seafood Grill,Southwest,1902,1.0,2.0,20398,0,20398,"Office, Restaurant",Restaurant,19232.0,Office,1166.0,,,,,456.6000061,835.7999878,9313513.0,0.0,3478554.0,5834959.0,0.0,334.15,16.38,,47.58654,-122.37644,1936 Harbor Ave Sw,Seattle,WA,98126
1837,23504,2015,NonResidential,"Distribution Center
",Alaska Copper Co Whse,Greater Duwamish,1952,1.0,1.0,41308,0,41308,Distribution Center,Distribution Center,41308.0,,,,,,20.0,38.4,93.0,1588231.0,0.0,1040360.0,547914.0,0.0,36.35,0.77,, 47.57469945, -122.3267812, 3223 6Th Ave S, Seattle, WA,98134
1818,23504,2016,NonResidential,Distribution Center,3223,Greater Duwamish,1952,1.0,1.0,41308,0,41308,Distribution Center,Distribution Center,41308.0,,,,,,7.0,39.79999924,95.09999847,1642471.5,0.0,1054767.0,587704.0,0.0,38.57,0.93,,47.5746,-122.32637,3223 6Th Avenue South,Seattle,WA,98134
1858,23562,2015,NonResidential,Mixed Use Property,The Travelers Hotel,Downtown,1913,1.0,3.0,43878,0,43878,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",Multifamily Housing,12000.0,Office,8262.0,Retail Store,6312.0,,,22.5,70.7,739662.0,0.0,739692.0,0.0,0.0,5.16,0.04,, 47.60180041, -122.33520381, 80 Yesler Way, Seattle, WA,98104
1839,23562,2016,NonResidential,Mixed Use Property,The Travelers Hotel,Downtown,1913,1.0,3.0,43878,0,43878,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",Multifamily Housing,12000.0,Office,8262.0,Retail Store,6312.0,,,23.39999962,73.5,769771.3125,0.0,769771.0,0.0,0.0,5.37,0.12,,47.60195,-122.33516,80 Yesler Way,Seattle,WA,98104
1859,23566,2015,NonResidential,Other,On The Boards,Magnolia / Queen Anne,1912,1.0,3.0,34976,0,34976,Performing Arts,Performing Arts,34976.0,,,,,,,22.9,64.4,801264.0,0.0,675407.0,125885.0,0.0,11.39,0.24,, 47.62599182, -122.3584671, 100 W Roy St, Seattle, WA,98119
1840,23566,2016,NonResidential,Other,On The Boards,Magnolia / Queen Anne,1912,1.0,3.0,34976,0,34976,Performing Arts,Performing Arts,34976.0,,,,,,,25.0,66.0,873711.125,0.0,665472.0,208239.0,0.0,15.7,0.45,,47.62591,-122.35843,100 West Roy St,Seattle,WA,98119
1880,23618,2015,NonResidential,Non-Refrigerated Warehouse,"Ocean Beauty Alaska Bldg, Llc",Magnolia / Queen Anne,1957,1.0,1.0,38255,0,38255,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38255.0,,,,,,13.0,24.2,48.1,925097.0,0.0,416476.0,508638.0,0.0,29.92,0.74,, 47.65676796, -122.3704009, 1120 W Ewing St, Seattle, WA,98119
1861,23618,2016,NonResidential,Warehouse,"Ocean Beauty Alaska Bldg, Llc",Magnolia / Queen Anne,1957,1.0,1.0,38255,0,38255,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38255.0,,,,,,12.0,25.79999924,49.0,985401.8125,0.0,401825.0,583577.0,0.0,33.8,0.88,,47.65674,-122.37223,1120 W Ewing St,Seattle,WA,98119
1881,23622,2015,Campus,Other,Fishermans Terminal - Campus,Magnolia / Queen Anne,1955,1.0,1.0,260241,0,260241,Other,Other,260241.0,,,,,,,125.6,337.5,32675250.0,0.0,25606386.0,7069925.0,0.0,553.99,1.71,, 47.65802175, -122.3828922, 2000 W Emerson Pl, Seattle, WA,98119
1862,23622,2016,Campus,Other,Ft C15 Fishermen'S Center,Magnolia / Queen Anne,1955,23.0,1.0,260241,0,260241,Other,Other,260241.0,,,,,,,130.6999969,353.2000122,34012980.0,0.0,26894616.0,7118362.0,0.0,565.55,2.17,,47.65561,-122.38063,1900 West Nickerson Street,Seattle,WA,98119
1889,23653,2015,NonResidential,Small- and Mid-Sized Office,Ship Canal Office Center,Lake Union,1989,1.0,3.0,48924,0,48924,"Office, Parking",Office,31325.0,Parking,13143.0,,,,77.0,64.6,151.4,2023197.0,0.0,1253337.0,769913.0,0.0,49.63,0.9,, 47.65101371, -122.3553519, 146 N Canal St, Seattle, WA,98103
1870,23653,2016,NonResidential,Small- and Mid-Sized Office,Ship Canal,Lake Union,1989,1.0,3.0,48924,0,48924,"Office, Parking",Office,31325.0,Parking,13143.0,,,,71.0,72.90000153,166.1000061,2282551.25,0.0,1343373.0,939178.0,0.0,59.24,1.21,,47.65103,-122.35541,146 North Canal Street,Seattle,WA,98103
1894,23671,2015,NonResidential,Small- and Mid-Sized Office,Areis Building,Lake Union,1959,1.0,4.0,50333,18036,32297,Office,Office,50333.0,,,,,,91.0,29.4,92.2,1477321.0,0.0,1477382.0,0.0,0.0,10.3,0.08,, 47.64160748, -122.3255231, 2358 Eastlake Ave E, Seattle, WA,98102
1875,23671,2016,NonResidential,Small- and Mid-Sized Office,Areis Building,Lake Union,1959,1.0,4.0,50333,18036,32297,Office,Office,50333.0,,,,,,88.0,31.79999924,99.90000153,1602084.375,0.0,1602084.0,0.0,0.0,11.17,0.22,,47.64168,-122.32562,2366 Eastlake Avenue East,Seattle,WA,98102
1895,23672,2015,NonResidential,Small- and Mid-Sized Office,2324 Eastlake,Lake Union,1986,1.0,4.0,57432,21906,35526,"Office, Parking",Office,34160.0,Parking,19650.0,,,,,73.1,229.7,2498684.0,0.0,2498788.0,0.0,0.0,17.42,0.12,, 47.64047271, -122.3255112, 2324 Eastlake Ave E, Seattle, WA,98102
1876,23672,2016,NonResidential,Small- and Mid-Sized Office,2324 Eastlake,Lake Union,1986,1.0,4.0,57432,21906,35526,"Office, Parking",Office,34160.0,Parking,19650.0,,,,,73.80000305,231.6999969,2520483.25,0.0,2520483.0,0.0,0.0,17.57,0.31,,47.6404,-122.32553,2324 Eastlake Ave E,Seattle,WA,98102
1896,23673,2015,NonResidential,Small- and Mid-Sized Office,2300 Eastlake,Lake Union,1969,1.0,3.0,25912,7956,17956,"Office, Parking",Office,17332.0,Parking,9162.0,,,,,35.5,111.6,615894.0,0.0,615920.0,0.0,0.0,4.29,0.06,, 47.63997419, -122.3255225, 2300 Eastlake Ave E, Seattle, WA,98102
1877,23673,2016,NonResidential,Small- and Mid-Sized Office,2300 Eastlake,Lake Union,1969,1.0,3.0,25912,7956,17956,"Office, Parking",Office,17332.0,Parking,9162.0,,,,,38.5,120.8000031,666740.3125,0.0,666740.0,0.0,0.0,4.65,0.18,,47.63995,-122.32557,2300 Eastlake Ave E,Seattle,WA,98102
1897,23674,2015,NonResidential,Small- and Mid-Sized Office,2345 Eastlake,Lake Union,2000,1.0,3.0,57132,21908,35224,"Office, Parking",Office,33705.0,Parking,21908.0,,,,61.0,67.8,213.0,2286622.0,0.0,2286717.0,0.0,0.0,15.94,0.11,, 47.64108252, -122.3262268, 2345 Eastlake Ave E, Seattle, WA,98102
1878,23674,2016,NonResidential,Small- and Mid-Sized Office,2345 Eastlake,Lake Union,2000,1.0,3.0,57132,21908,35224,"Office, Parking",Office,33705.0,Parking,21908.0,,,,73.0,59.20000076,185.8999939,1994967.75,0.0,1994967.0,0.0,0.0,13.91,0.24,,47.64113,-122.32625,2345 Eastlake Ave E,Seattle,WA,98102
1903,23689,2015,NonResidential,Worship Facility,Salvation Army,Delridge,1957,1.0,2.0,24224,0,24224,"Parking, Worship Facility",Worship Facility,24224.0,Parking,0.0,,,,41.0,44.0,100.0,1064745.0,0.0,623884.0,440886.0,0.0,27.76,1.04,, 47.52126544, -122.3546951, 9050 16Th Ave Sw, Seattle, WA,98106
1884,23689,2016,NonResidential,Worship Facility,The Salvation Army,Delridge,1957,1.0,2.0,24224,0,24224,"Parking, Worship Facility",Worship Facility,24224.0,Parking,0.0,,,,52.0,40.0,88.09999847,968026.3125,0.0,534935.0,433091.0,0.0,26.73,1.1,,47.52172,-122.35487,9050 16Th Ave. Sw,Seattle,WA,98106
1904,23691,2015,NonResidential,Worship Facility,Westwood Christian Community,Delridge,1963,1.0,1.0,23706,0,23706,Worship Facility,Worship Facility,23706.0,,,,,,77.0,16.8,34.2,398357.0,0.0,187572.0,210793.0,0.0,12.5,0.49,, 47.51981437, -122.3547556, 9252 16Th Ave Sw, Seattle, WA,98106
1885,23691,2016,NonResidential,Worship Facility,Westood Christian Community,Delridge,1963,1.0,1.0,23706,0,23706,Worship Facility,Worship Facility,23706.0,,,,,,78.0,16.89999962,33.29999924,400770.9063,0.0,176869.0,223902.0,0.0,13.12,0.55,,47.51989,-122.35489,9252 16Th Ave Sw,Seattle,WA,98106
1906,23701,2015,NonResidential,Non-Refrigerated Warehouse,Rung Warehouse,Greater Duwamish,1963,1.0,1.0,31900,0,31900,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28000.0,Office,4000.0,,,,,34.1,107.0,1090032.0,0.0,1090077.0,0.0,0.0,7.6,0.09,, 47.54644126, -122.3170691, 1136 S Albro Pl, Seattle, WA,98108
1887,23701,2016,NonResidential,Warehouse,Rung Building,Greater Duwamish,1963,1.0,1.0,31900,0,31900,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28000.0,Office,4000.0,,,,,61.40000153,192.8000031,1964681.25,0.0,1964681.0,0.0,0.0,13.7,0.43,,47.5465,-122.31704,1136 S. Albro Place,Seattle,WA,98108
1908,23711,2015,NonResidential,Other,Old Fauntleroy Schoolhouse,Southwest,1917,1.0,1.0,49066,0,49066,Social/Meeting Hall,Social/Meeting Hall,49000.0,,,,,,,77.9,106.2,3819263.0,0.0,571633.0,3247654.0,0.0,176.47,3.55,, 47.52196442, -122.3879704, 9131 California Ave Sw, Seattle, WA,98136
1889,23711,2016,NonResidential,Other,Fauntleroy School House,Southwest,1917,1.0,1.0,49066,0,49066,Social/Meeting Hall,Social/Meeting Hall,49000.0,,,,,,,78.30000305,105.0999985,3835202.0,0.0,538005.0,3297197.0,0.0,178.86,3.65,,47.5219,-122.38787,9131 California Ave Sw,Seattle,WA,98136
1909,23712,2015,NonResidential,Worship Facility,Fauntleroy Community Church,Southwest,1952,1.0,3.0,30740,0,30740,"Other - Recreation, Worship Facility",Worship Facility,28293.0,Other - Recreation,11630.0,,,,,39.4,73.0,1573701.0,0.0,604231.0,969496.0,0.0,55.7,1.73,, 47.52104275, -122.3870066, 9140 California Ave Sw, Seattle, WA,98136
1890,23712,2016,NonResidential,Worship Facility,Fauntleroy Church Ucc,Southwest,1952,1.0,3.0,30740,0,30740,"Other - Recreation, Worship Facility",Worship Facility,28293.0,Other - Recreation,11630.0,,,,,42.20000076,76.40000153,1686262.25,0.0,612433.0,1073829.0,0.0,61.3,1.99,,47.52097,-122.38688,9140 California Ave Sw,Seattle,WA,98136
1912,23716,2015,NonResidential,Supermarket/Grocery Store,Saars Market (2012),Southeast,1959,1.0,1.0,67450,0,67450,Supermarket/Grocery Store,Supermarket/Grocery Store,42760.0,,,,,,1.0,253.8,604.9,10851443.0,0.0,6924747.0,3926985.0,0.0,256.84,3.37,, 47.52263582, -122.268551, 9000 Rainier Ave S, Seattle, WA,98118
1893,23716,2016,NonResidential,Supermarket / Grocery Store,Saars Marketplace Foods,Southeast,1959,1.0,1.0,67450,0,67450,Supermarket/Grocery Store,Supermarket/Grocery Store,42760.0,,,,,,97.0,66.5,170.6000061,2842819.5,0.0,2061754.0,781065.0,0.0,55.86,0.83,,47.52262,-122.26922,9000 Rainier Ave So,Seattle,WA,98118
1913,23722,2015,SPS-District K-12,K-12 School,North Beach (Sps-District),Ballard,1958,1.0,1.0,39971,0,39971,K-12 School,K-12 School,40271.0,,,,,,94.0,37.5,69.7,1499128.0,0.0,579552.0,919600.0,0.0,52.88,1.26,, 47.69493726, -122.3870895, 9018 24Th Ave Nw, Seattle, WA,98117
1916,23730,2015,NonResidential,Non-Refrigerated Warehouse,Salmon Bay Terminals - Rsvp Bldg,Magnolia / Queen Anne,1948,1.0,1.0,46970,0,46970,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46970.0,,,,,,,0.2,0.8,11441.0,0.0,11442.0,0.0,0.0,0.08,0.0,, 47.65685926, -122.3752389, 4021 13Th Ave W, Seattle, WA,98119
1897,23730,2016,NonResidential,Warehouse,Rsvp West Bldg,Magnolia / Queen Anne,1948,1.0,1.0,46970,0,46970,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46970.0,,,,,,,18.79999924,59.0,882896.5,0.0,882896.0,0.0,0.0,6.16,0.13,,47.65649,-122.37507,4021 13Th Avenue W.,Seattle,WA,98119
1917,23736,2015,NonResidential,Non-Refrigerated Warehouse,Builders Hardware Store,Magnolia / Queen Anne,1931,1.0,1.0,47554,0,47554,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,18133.0,Office,8679.0,Retail Store,2388.0,,,33.1,92.4,1029084.0,0.0,857817.0,171303.0,0.0,15.08,0.24,, 47.63283757, -122.3753418, 1516 15Th Ave W, Seattle, WA,98119
1898,23736,2016,NonResidential,Warehouse,Builders Hardware & Supply,Magnolia / Queen Anne,1931,1.0,1.0,47554,0,47554,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,18133.0,Office,8679.0,Retail Store,2388.0,,,33.29999924,91.69999695,1035554.688,0.0,844482.0,191073.0,0.0,16.04,0.34,,47.6331,-122.37582,1516 15Th Ave W,Seattle,WA,98119
1918,23742,2015,NonResidential,Small- and Mid-Sized Office,1419 Elliott Ave,Magnolia / Queen Anne,1979,1.0,2.0,43016,5400,37616,Office,Office,43016.0,,,,,,100.0,26.4,33.3,1137520.0,0.0,114193.0,1023332.0,0.0,55.15,1.27,, 47.63069544, -122.374333, 1415 Elliott Ave W, Seattle, WA,98119
1899,23742,2016,NonResidential,Small- and Mid-Sized Office,1419 Elliott Ave,Magnolia / Queen Anne,1979,1.0,2.0,43016,5400,37616,Office,Office,43016.0,,,,,,100.0,28.70000076,35.40000153,1234095.5,0.0,107823.0,1126273.0,0.0,60.57,1.41,,47.63063,-122.37428,1419 Elliott Ave West,Seattle,WA,98119
1919,23743,2015,NonResidential,Mixed Use Property,Harlan Fairbanks Co/Doglounge/Urban Vet,Magnolia / Queen Anne,1931,1.0,1.0,24196,0,24196,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,8711.0,Non-Refrigerated Warehouse,6792.0,Office,5306.0,,,42.6,104.3,1031039.0,0.0,689629.0,341439.0,0.0,22.94,0.83,, 47.63035202, -122.37393951, 1405 Elliott Ave W, Seattle, WA,98119
1900,23743,2016,NonResidential,Mixed Use Property,Elliott Commons,Magnolia / Queen Anne,1931,1.0,1.0,24196,0,24196,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,8711.0,Non-Refrigerated Warehouse,6792.0,Office,5306.0,,,43.59999847,109.0,1055033.0,0.0,731279.0,323754.0,0.0,22.29,0.92,,47.63034,-122.37412,1405 Elliott Ave W,Seattle,WA,98119
1920,23744,2015,NonResidential,Small- and Mid-Sized Office,1430-1448 Elliott Ave W,Magnolia / Queen Anne,1940,1.0,2.0,20671,0,20671,Office,Office,20671.0,,,,,,99.0,30.4,51.2,628023.0,0.0,191369.0,436662.0,0.0,24.53,1.15,, 47.6313675, -122.3738745, 1436 Elliott Ave W, Seattle, WA,98119
1901,23744,2016,NonResidential,Small- and Mid-Sized Office,1430-1448 Elliott Ave W,Magnolia / Queen Anne,1940,1.0,2.0,20671,0,20671,Office,Office,20671.0,,,,,,98.0,30.89999962,52.5,638507.125,0.0,198321.0,440186.0,0.0,24.76,1.2,,47.63128,-122.37387,1436 Elliott Ave W,Seattle,WA,98119
1922,23757,2015,NonResidential,Non-Refrigerated Warehouse,Tile For Less,Greater Duwamish,1927,1.0,1.0,21600,0,21600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21600.0,,,,,,55.0,24.2,50.7,523133.0,0.0,260985.0,262159.0,0.0,15.74,0.68,, 47.580646, -122.333694, 2440 1St Ave S, Seattle, WA,98134
1903,23757,2016,NonResidential,Warehouse,Tile For Less,Greater Duwamish,1927,1.0,1.0,21600,0,21600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21600.0,,,,,,57.0,23.10000038,49.90000153,499828.5938,0.0,264154.0,235675.0,0.0,14.36,0.66,,47.58065,-122.33356,2440 1St Ave S,Seattle,WA,98134
1926,23762,2015,NonResidential,Worship Facility,Hillcrest Presbyterian Church,Southwest,1977,1.0,1.0,35844,0,35844,Worship Facility,Worship Facility,35844.0,,,,,,4.0,32.4,101.8,1162519.0,0.0,1162567.0,0.0,0.0,8.1,0.09,, 47.50943452, -122.3740225, 10400 34Th Ave Sw, Seattle, WA,98146
1907,23762,2016,NonResidential,Worship Facility,Hillcrest Presbyterian Church,Southwest,1977,1.0,1.0,35844,0,35844,Worship Facility,Worship Facility,35844.0,,,,,,14.0,24.20000076,75.90000153,866126.375,0.0,866126.0,0.0,0.0,6.04,0.17,,47.50959,-122.37417,10404 34Th Ave Sw,Seattle,WA,98146
1927,23768,2015,NonResidential,Small- and Mid-Sized Office,Wallingford Retail And Office Building,Lake Union,1916,1.0,3.0,31774,0,31774,"Office, Parking, Retail Store",Office,19896.0,Retail Store,13941.0,Parking,0.0,"2016, 2015, 2014",83.0,50.3,146.2,1703060.0,0.0,1510719.0,192404.0,0.0,20.75,0.45,, 47.66114819, -122.34176, 1307 N 45Th St, Seattle, WA,98103
1908,23768,2016,NonResidential,Small- and Mid-Sized Office,Wallingford Plaza,Lake Union,1916,1.0,3.0,31774,0,31774,"Office, Parking, Retail Store",Office,19896.0,Retail Store,13941.0,Parking,0.0,201620152014,85.0,48.40000153,142.1000061,1639136.25,0.0,1477827.0,161309.0,0.0,18.87,0.59,,47.66116,-122.34172,4468 Stone Way N.,Seattle,WA,98103
1941,23834,2015,NonResidential,Non-Refrigerated Warehouse,South Seattle Industrial Park - Bldg A,Greater Duwamish,1953,1.0,1.0,26094,0,26094,,,,,,,,,7.0,26.0,81.7,678713.0,0.0,678741.0,0.0,0.0,4.73,0.07,, 47.5616226, -122.3386303, 4634 E Marginal Way S, Seattle, WA,98134
1922,23834,2016,NonResidential,Warehouse,South Seattle Business Park- Bldg A,Greater Duwamish,1953,1.0,1.0,26094,0,26094,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26094.0,,,,,,19.0,27.20000076,85.40000153,709990.8125,0.0,709991.0,0.0,0.0,4.95,0.19,,47.56121,-122.33872,4636 East Marginal Way South,Seattle,WA,98134
1942,23835,2015,NonResidential,Small- and Mid-Sized Office,South Seattle Industrial Park - Bldg B (2014),Greater Duwamish,1983,1.0,2.0,23687,0,23687,,,,,,,,,86.0,24.1,75.7,571345.0,0.0,571369.0,0.0,0.0,3.98,0.06,, 47.5616226, -122.3386303, 4634 E Marginal Way S, Seattle, WA,98134
1923,23835,2016,NonResidential,Small- and Mid-Sized Office,South Seattle Business Park - Bldg B,Greater Duwamish,1983,1.0,2.0,23687,0,23687,Office,Office,23687.0,,,,,,68.0,45.79999924,143.8000031,1084553.75,0.0,1084554.0,0.0,0.0,7.56,0.32,,47.56121,-122.33872,4636 East Marginal Way South,Seattle,WA,98134
1943,23836,2015,NonResidential,Small- and Mid-Sized Office,South Seattle Industrial Park - Bldg C,Greater Duwamish,1983,1.0,2.0,24221,0,24221,,,,,,,,,11.0,64.6,202.8,1564180.0,0.0,1564245.0,0.0,0.0,10.9,0.17,, 47.5616226, -122.3386303, 4634 E Marginal Way S, Seattle, WA,98134
1924,23836,2016,NonResidential,Small- and Mid-Sized Office,South Seattle Business Park - Bldg C,Greater Duwamish,1983,1.0,2.0,24221,0,24221,Office,Office,24221.0,,,,,,20.0,59.29999924,186.1000061,1435562.75,0.0,1435563.0,0.0,0.0,10.01,0.41,,47.56121,-122.33872,4634 East Marginal Way South,Seattle,WA,98134
